"SiteID","Year","TOO","AB"
4063,2012,50540,36
4063,2012,50690,1
4063,2012,51300,16
4063,2012,51520,37
4063,2012,51770,5
4063,2012,52510,3
4063,2012,53230,2
4077,2012,24500,2
4077,2012,24740,2
4077,2012,24865,10
4077,2012,33810,3
4077,2012,33900,1
4077,2012,34040,1
4077,2012,37570,6
4077,2012,37870,19
4077,2012,38580,6
4077,2012,39130,15
4077,2012,39350,3
4077,2012,39420,2
4077,2012,40870,7
4077,2012,41830,12
4077,2012,41860,50
4077,2012,42380,7
4077,2012,43360,4
4077,2012,43490,25
4077,2012,43500,19
4077,2012,43790,1
4077,2012,43800,1
4077,2012,43820,35
4077,2012,44230,9
4077,2012,46150,5
4077,2012,50020,34
4077,2012,50310,2
4077,2012,50450,1
4077,2012,50510,5
4077,2012,50520,1
4077,2012,50540,9
4077,2012,50690,17
4077,2012,53410,6
4096,2012,33620,1
4096,2012,33840,1
4096,2012,33900,2
4096,2012,33930,4
4096,2012,37520,15
4096,2012,37870,9
4096,2012,38440,1
4096,2012,38580,2
4096,2012,39080,1
4096,2012,39350,1
4096,2012,39370,3
4096,2012,39420,1
4096,2012,39570,5
4096,2012,40860,2
4096,2012,40870,8
4096,2012,41560,5
4096,2012,41830,32
4096,2012,42380,33
4096,2012,42490,5
4096,2012,43490,5
4096,2012,43500,6
4096,2012,43740,4
4096,2012,43820,14
4096,2012,43910,4
4096,2012,44240,2
4096,2012,44300,5
4096,2012,44460,2
4096,2012,50020,20
4096,2012,50030,2
4096,2012,50580,1
4096,2012,50690,6
4096,2012,51520,1
4096,2012,52120,6
4096,2012,53520,52
4105,2012,3170,2
4105,2012,15880,1
4105,2012,23980,1
4105,2012,24080,1
4105,2012,24500,2
4105,2012,33620,2
4105,2012,33670,1
4105,2012,33830,4
4105,2012,33900,5
4105,2012,37410,1
4105,2012,37520,20
4105,2012,37870,1
4105,2012,38390,1
4105,2012,38440,1
4105,2012,38580,2
4105,2012,38880,6
4105,2012,39130,11
4105,2012,39350,1
4105,2012,39370,2
4105,2012,39570,7
4105,2012,39830,1
4105,2012,40320,14
4105,2012,40540,5
4105,2012,40860,2
4105,2012,40870,16
4105,2012,41800,4
4105,2012,41830,28
4105,2012,41860,1
4105,2012,42380,41
4105,2012,42490,14
4105,2012,42580,7
4105,2012,43360,20
4105,2012,43490,2
4105,2012,43740,26
4105,2012,43820,10
4105,2012,43910,5
4105,2012,44240,6
4105,2012,44290,9
4105,2012,44300,2
4105,2012,44460,9
4105,2012,46150,3
4105,2012,50020,11
4105,2012,50030,5
4105,2012,50110,4
4105,2012,50200,1
4105,2012,50450,1
4105,2012,50510,1
4105,2012,50580,17
4105,2012,50690,8
4105,2012,51320,3
4105,2012,51520,9
4105,2012,52120,31
4105,2012,53520,57
4105,2012,53710,5
4108,2012,3100,13
4108,2012,12790,17
4108,2012,13210,10
4108,2012,24500,2
4108,2012,33670,2
4108,2012,33900,1
4108,2012,35470,6
4108,2012,35490,7
4108,2012,38390,10
4108,2012,38440,3
4108,2012,38720,1
4108,2012,39120,1
4108,2012,39130,70
4108,2012,39210,10
4108,2012,40320,3
4108,2012,42380,13
4108,2012,43010,13
4108,2012,43740,5
4108,2012,50030,21
4108,2012,50110,16
4108,2012,50200,61
4108,2012,50860,3
4108,2012,51520,93
4108,2012,51700,145
4108,2012,51720,1
4108,2012,51770,63
4108,2012,51780,11
4108,2012,52120,63
4108,2012,52510,3
4108,2012,54150,180
4109,2012,2960,9
4109,2012,3100,1
4109,2012,12790,11
4109,2012,13210,2
4109,2012,35470,1
4109,2012,35490,2
4109,2012,38390,14
4109,2012,38440,14
4109,2012,38720,9
4109,2012,38880,1
4109,2012,39130,14
4109,2012,39210,1
4109,2012,40320,6
4109,2012,42380,15
4109,2012,43010,17
4109,2012,43740,1
4109,2012,50030,33
4109,2012,50110,30
4109,2012,50200,41
4109,2012,51520,40
4109,2012,51700,21
4109,2012,51720,16
4109,2012,51770,38
4109,2012,52120,24
4109,2012,52510,1
4109,2012,54150,4
4111,2012,2960,4
4111,2012,3300,1
4111,2012,12790,8
4111,2012,13210,4
4111,2012,35470,1
4111,2012,35490,3
4111,2012,37160,2
4111,2012,38390,15
4111,2012,38440,29
4111,2012,38720,28
4111,2012,38880,4
4111,2012,39210,3
4111,2012,40320,7
4111,2012,42380,4
4111,2012,42580,2
4111,2012,42750,3
4111,2012,43010,5
4111,2012,43270,6
4111,2012,43740,1
4111,2012,50030,29
4111,2012,50110,64
4111,2012,50200,3
4111,2012,50290,5
4111,2012,51520,35
4111,2012,51700,117
4111,2012,51720,14
4111,2012,51770,15
4111,2012,52120,60
4111,2012,53710,1
4111,2012,54150,10
4112,2012,12790,4
4112,2012,13210,1
4112,2012,33900,2
4112,2012,34050,1
4112,2012,35490,3
4112,2012,37160,2
4112,2012,38390,23
4112,2012,38440,108
4112,2012,38580,3
4112,2012,38880,6
4112,2012,39210,5
4112,2012,40320,9
4112,2012,42380,3
4112,2012,42750,1
4112,2012,43010,20
4112,2012,43270,7
4112,2012,43740,5
4112,2012,50030,25
4112,2012,50110,24
4112,2012,50200,9
4112,2012,51520,26
4112,2012,51700,89
4112,2012,51770,56
4112,2012,52120,22
4112,2012,53710,1
4113,2012,12790,2
4113,2012,13210,6
4113,2012,33900,6
4113,2012,35490,2
4113,2012,37160,2
4113,2012,37570,1
4113,2012,38390,56
4113,2012,38440,69
4113,2012,38580,2
4113,2012,38720,4
4113,2012,38880,2
4113,2012,39130,165
4113,2012,39210,3
4113,2012,40320,35
4113,2012,42380,10
4113,2012,42750,1
4113,2012,43010,30
4113,2012,43270,3
4113,2012,43740,7
4113,2012,50030,61
4113,2012,50110,48
4113,2012,50200,20
4113,2012,50290,2
4113,2012,50310,2
4113,2012,50830,1
4113,2012,51520,107
4113,2012,51700,56
4113,2012,51770,38
4113,2012,52120,4
4113,2012,54150,14
4115,2012,3100,1
4115,2012,12790,3
4115,2012,13210,3
4115,2012,23970,1
4115,2012,33670,2
4115,2012,33900,2
4115,2012,35490,2
4115,2012,37520,1
4115,2012,37570,1
4115,2012,38390,32
4115,2012,38440,25
4115,2012,38580,1
4115,2012,38720,33
4115,2012,38880,23
4115,2012,39130,35
4115,2012,39210,3
4115,2012,39350,6
4115,2012,39570,1
4115,2012,40320,41
4115,2012,42380,39
4115,2012,42580,1
4115,2012,43010,25
4115,2012,43500,2
4115,2012,43740,13
4115,2012,44240,1
4115,2012,44300,1
4115,2012,50030,41
4115,2012,50110,31
4115,2012,50200,71
4115,2012,50510,1
4115,2012,51520,96
4115,2012,51700,11
4115,2012,51720,2
4115,2012,51770,84
4115,2012,52120,20
4115,2012,52510,6
4115,2012,53520,28
4115,2012,53710,6
4115,2012,54150,17
4116,2012,3170,2
4116,2012,12790,1
4116,2012,23970,4
4116,2012,24500,6
4116,2012,24740,1
4116,2012,33830,6
4116,2012,33900,1
4116,2012,33930,1
4116,2012,37520,7
4116,2012,37870,1
4116,2012,38390,1
4116,2012,38440,11
4116,2012,38580,10
4116,2012,38880,5
4116,2012,39130,6
4116,2012,39350,2
4116,2012,39570,3
4116,2012,40860,3
4116,2012,40870,19
4116,2012,41540,4
4116,2012,41830,10
4116,2012,41860,8
4116,2012,42380,23
4116,2012,42490,3
4116,2012,43010,4
4116,2012,43490,5
4116,2012,43500,1
4116,2012,43740,1
4116,2012,43820,9
4116,2012,44460,1
4116,2012,50020,10
4116,2012,50030,4
4116,2012,50200,1
4116,2012,50510,7
4116,2012,50540,1
4116,2012,50580,5
4116,2012,50690,2
4116,2012,52120,17
4116,2012,53520,10
4120,2012,24500,3
4120,2012,35490,2
4120,2012,37160,2
4120,2012,38390,33
4120,2012,38440,35
4120,2012,38580,14
4120,2012,38880,19
4120,2012,39210,33
4120,2012,40320,2
4120,2012,40540,1
4120,2012,41540,9
4120,2012,42380,15
4120,2012,43010,12
4120,2012,43360,5
4120,2012,50020,5
4120,2012,50030,43
4120,2012,50110,3
4120,2012,50120,1
4120,2012,50200,10
4120,2012,50310,4
4120,2012,50500,7
4120,2012,50540,3
4120,2012,51520,222
4120,2012,51700,6
4120,2012,51720,1
4120,2012,51780,32
4120,2012,52510,3
4120,2012,53710,1
4120,2012,54150,15
4122,2012,12790,3
4122,2012,13210,3
4122,2012,24080,3
4122,2012,24865,1
4122,2012,33830,7
4122,2012,33900,7
4122,2012,34040,1
4122,2012,35490,2
4122,2012,37570,2
4122,2012,38390,38
4122,2012,38440,62
4122,2012,38580,7
4122,2012,38880,37
4122,2012,39210,2
4122,2012,39350,20
4122,2012,39420,2
4122,2012,39580,1
4122,2012,40320,12
4122,2012,41540,3
4122,2012,41800,1
4122,2012,42380,18
4122,2012,43010,77
4122,2012,43360,4
4122,2012,43490,2
4122,2012,43740,6
4122,2012,43820,1
4122,2012,44300,2
4122,2012,50020,2
4122,2012,50030,43
4122,2012,50110,13
4122,2012,50200,47
4122,2012,50310,1
4122,2012,50320,1
4122,2012,50500,33
4122,2012,50510,21
4122,2012,50540,9
4122,2012,50690,1
4122,2012,51300,1
4122,2012,51520,78
4122,2012,51700,2
4122,2012,51720,3
4122,2012,51770,7
4122,2012,51780,3
4122,2012,52120,3
4122,2012,53230,2
4122,2012,53520,7
4122,2012,53710,14
4125,2012,3170,1
4125,2012,24500,1
4125,2012,33620,1
4125,2012,33830,1
4125,2012,33910,2
4125,2012,35490,1
4125,2012,37520,3
4125,2012,37870,3
4125,2012,38440,2
4125,2012,38580,4
4125,2012,39420,2
4125,2012,39570,7
4125,2012,40860,4
4125,2012,40870,18
4125,2012,41830,33
4125,2012,42380,28
4125,2012,42490,12
4125,2012,43350,1
4125,2012,43360,5
4125,2012,43820,49
4125,2012,44190,7
4125,2012,44460,1
4125,2012,50020,26
4125,2012,50030,1
4125,2012,50510,4
4125,2012,50690,11
4125,2012,53310,3
4125,2012,53410,4
4125,2012,53520,44
4127,2012,13210,5
4127,2012,21480,1
4127,2012,24070,2
4127,2012,24080,1
4127,2012,24500,1
4127,2012,33830,1
4127,2012,33900,8
4127,2012,34040,4
4127,2012,37520,1
4127,2012,37570,1
4127,2012,38390,24
4127,2012,38440,137
4127,2012,38580,4
4127,2012,38880,34
4127,2012,39210,6
4127,2012,39350,2
4127,2012,40320,19
4127,2012,40540,2
4127,2012,42380,32
4127,2012,42580,4
4127,2012,42750,2
4127,2012,43010,4
4127,2012,43360,10
4127,2012,43740,14
4127,2012,44300,1
4127,2012,50020,4
4127,2012,50030,22
4127,2012,50110,33
4127,2012,50200,13
4127,2012,50500,15
4127,2012,51300,5
4127,2012,51520,124
4127,2012,51700,6
4127,2012,51720,32
4127,2012,51770,26
4127,2012,51780,1
4127,2012,52120,52
4127,2012,52510,6
4127,2012,53230,2
4127,2012,53710,1
4127,2012,54150,1
4128,2012,12790,12
4128,2012,13210,1
4128,2012,24080,1
4128,2012,35490,2
4128,2012,37520,17
4128,2012,37570,2
4128,2012,38390,52
4128,2012,38440,69
4128,2012,38720,2
4128,2012,38880,30
4128,2012,39350,7
4128,2012,40320,65
4128,2012,42380,37
4128,2012,43010,12
4128,2012,43270,2
4128,2012,43490,1
4128,2012,43740,17
4128,2012,44230,1
4128,2012,50030,65
4128,2012,50110,42
4128,2012,50200,28
4128,2012,50310,4
4128,2012,50320,4
4128,2012,50500,16
4128,2012,51520,125
4128,2012,51700,13
4128,2012,51720,25
4128,2012,51770,27
4128,2012,52120,4
4128,2012,52510,1
4129,2012,12790,8
4129,2012,24080,1
4129,2012,24500,2
4129,2012,33670,5
4129,2012,33900,28
4129,2012,37520,11
4129,2012,37570,5
4129,2012,38390,26
4129,2012,38440,29
4129,2012,38760,10
4129,2012,38880,39
4129,2012,39210,2
4129,2012,39350,2
4129,2012,40320,55
4129,2012,41540,4
4129,2012,42380,66
4129,2012,43010,97
4129,2012,43490,2
4129,2012,43740,30
4129,2012,44230,1
4129,2012,44240,2
4129,2012,44300,3
4129,2012,50030,50
4129,2012,50110,15
4129,2012,50200,22
4129,2012,50500,18
4129,2012,50540,2
4129,2012,51520,73
4129,2012,51700,1
4129,2012,51720,2
4129,2012,51760,1
4129,2012,51770,2
4129,2012,52120,7
4129,2012,52510,4
4129,2012,53710,5
4129,2012,54150,4
4136,2012,23970,1
4136,2012,24500,2
4136,2012,33830,1
4136,2012,33900,3
4136,2012,34040,1
4136,2012,37440,1
4136,2012,37570,26
4136,2012,37940,2
4136,2012,38390,10
4136,2012,38440,21
4136,2012,38580,1
4136,2012,38880,5
4136,2012,39210,10
4136,2012,40320,10
4136,2012,40870,2
4136,2012,41860,2
4136,2012,42380,30
4136,2012,43010,25
4136,2012,43360,4
4136,2012,43490,7
4136,2012,43500,2
4136,2012,43740,2
4136,2012,44230,1
4136,2012,44270,4
4136,2012,44300,1
4136,2012,50020,4
4136,2012,50030,31
4136,2012,50110,6
4136,2012,50200,7
4136,2012,50500,17
4136,2012,50510,2
4136,2012,50540,23
4136,2012,51300,5
4136,2012,51520,12
4136,2012,51770,2
4136,2012,52120,7
4136,2012,54150,1
4139,2012,3170,2
4139,2012,12790,2
4139,2012,23970,1
4139,2012,24080,3
4139,2012,24500,7
4139,2012,33670,1
4139,2012,33830,9
4139,2012,37520,3
4139,2012,37560,1
4139,2012,37570,4
4139,2012,37940,1
4139,2012,38390,64
4139,2012,38440,65
4139,2012,38580,4
4139,2012,38880,34
4139,2012,39130,47
4139,2012,39350,10
4139,2012,40320,30
4139,2012,41540,1
4139,2012,41830,1
4139,2012,41860,2
4139,2012,42380,51
4139,2012,43490,1
4139,2012,43740,54
4139,2012,43820,1
4139,2012,44230,1
4139,2012,44300,5
4139,2012,44460,2
4139,2012,50020,4
4139,2012,50030,64
4139,2012,50110,11
4139,2012,50200,60
4139,2012,50310,1
4139,2012,50320,2
4139,2012,50500,35
4139,2012,50510,8
4139,2012,50520,2
4139,2012,50580,1
4139,2012,50690,18
4139,2012,51520,25
4139,2012,51700,2
4139,2012,51770,59
4139,2012,52120,22
4139,2012,52510,4
4139,2012,53230,2
4139,2012,53520,16
4139,2012,53710,3
4139,2012,54150,44
4143,2012,23970,7
4143,2012,24500,4
4143,2012,24865,2
4143,2012,33620,3
4143,2012,33670,4
4143,2012,33830,27
4143,2012,33900,4
4143,2012,37440,2
4143,2012,37520,24
4143,2012,37870,11
4143,2012,38440,1
4143,2012,38580,7
4143,2012,38880,3
4143,2012,39130,14
4143,2012,39210,2
4143,2012,39570,4
4143,2012,40870,15
4143,2012,41830,13
4143,2012,41860,16
4143,2012,42380,30
4143,2012,42490,5
4143,2012,43490,31
4143,2012,43500,4
4143,2012,43740,8
4143,2012,43820,31
4143,2012,44230,4
4143,2012,44240,6
4143,2012,44280,4
4143,2012,44300,1
4143,2012,50020,21
4143,2012,50030,1
4143,2012,50510,26
4143,2012,50520,1
4143,2012,50540,47
4143,2012,50690,14
4143,2012,51300,3
4143,2012,51520,4
4143,2012,53230,2
4143,2012,53410,1
4143,2012,53520,21
4196,2012,24140,1
4196,2012,33620,2
4196,2012,37870,3
4196,2012,38440,2
4196,2012,39350,4
4196,2012,39370,1
4196,2012,39420,1
4196,2012,39570,6
4196,2012,40860,1
4196,2012,40870,31
4196,2012,41560,3
4196,2012,41830,12
4196,2012,41860,7
4196,2012,42380,38
4196,2012,42490,28
4196,2012,43490,4
4196,2012,43820,48
4196,2012,43910,4
4196,2012,44240,1
4196,2012,44290,1
4196,2012,44460,6
4196,2012,50020,14
4196,2012,50510,12
4196,2012,50580,9
4196,2012,50690,12
4196,2012,52120,2
4196,2012,53410,8
4196,2012,53520,88
4201,2012,3300,1
4201,2012,12790,2
4201,2012,13210,4
4201,2012,24020,1
4201,2012,24500,4
4201,2012,33670,1
4201,2012,33900,4
4201,2012,35470,1
4201,2012,37520,2
4201,2012,38390,3
4201,2012,38440,9
4201,2012,38580,3
4201,2012,38720,5
4201,2012,38880,26
4201,2012,39210,4
4201,2012,39350,1
4201,2012,39570,1
4201,2012,40320,7
4201,2012,40870,2
4201,2012,41540,12
4201,2012,41800,2
4201,2012,42380,21
4201,2012,43010,12
4201,2012,43270,3
4201,2012,43740,2
4201,2012,44300,3
4201,2012,50020,3
4201,2012,50030,2
4201,2012,50110,8
4201,2012,50200,58
4201,2012,50500,1
4201,2012,50580,7
4201,2012,50690,1
4201,2012,51520,22
4201,2012,51700,53
4201,2012,51720,9
4201,2012,51770,14
4201,2012,52120,6
4201,2012,53420,1
4201,2012,53520,8
4204,2012,12790,2
4204,2012,23980,2
4204,2012,24500,3
4204,2012,33670,5
4204,2012,38390,59
4204,2012,38440,12
4204,2012,38580,1
4204,2012,38720,17
4204,2012,38880,16
4204,2012,39130,45
4204,2012,39210,8
4204,2012,40320,23
4204,2012,42380,12
4204,2012,43010,21
4204,2012,43740,13
4204,2012,50030,19
4204,2012,50040,1
4204,2012,50110,28
4204,2012,50200,71
4204,2012,50260,6
4204,2012,51510,2
4204,2012,51520,66
4204,2012,51700,30
4204,2012,51720,26
4204,2012,51770,4
4204,2012,52120,22
4204,2012,52510,4
4204,2012,54150,26
4208,2012,2960,1
4208,2012,3100,2
4208,2012,12790,6
4208,2012,13210,13
4208,2012,35490,3
4208,2012,38390,9
4208,2012,38440,13
4208,2012,38580,8
4208,2012,38720,123
4208,2012,38880,1
4208,2012,39130,160
4208,2012,39210,3
4208,2012,40540,1
4208,2012,42380,6
4208,2012,43010,5
4208,2012,43270,7
4208,2012,44300,3
4208,2012,50030,27
4208,2012,50110,24
4208,2012,50200,45
4208,2012,50860,9
4208,2012,51520,92
4208,2012,51700,98
4208,2012,51720,16
4208,2012,51770,36
4208,2012,51780,1
4208,2012,52120,70
4208,2012,54150,94
4209,2012,3100,2
4209,2012,12790,13
4209,2012,13210,2
4209,2012,35470,1
4209,2012,35490,3
4209,2012,38390,16
4209,2012,38580,15
4209,2012,38720,136
4209,2012,39130,32
4209,2012,39210,11
4209,2012,40320,3
4209,2012,42380,6
4209,2012,43010,25
4209,2012,43740,1
4209,2012,50030,33
4209,2012,50110,80
4209,2012,50200,104
4209,2012,51520,161
4209,2012,51700,76
4209,2012,51720,63
4209,2012,51770,15
4209,2012,52120,84
4209,2012,52510,1
4209,2012,54150,62
4210,2012,2960,1
4210,2012,12790,9
4210,2012,13210,2
4210,2012,24500,1
4210,2012,33900,2
4210,2012,35470,2
4210,2012,35490,8
4210,2012,38390,29
4210,2012,38440,9
4210,2012,38580,5
4210,2012,38720,3
4210,2012,38880,17
4210,2012,39130,11
4210,2012,40320,14
4210,2012,42380,11
4210,2012,42580,2
4210,2012,43010,90
4210,2012,43270,2
4210,2012,43740,5
4210,2012,50030,29
4210,2012,50110,13
4210,2012,50200,72
4210,2012,50510,3
4210,2012,51520,24
4210,2012,51700,25
4210,2012,51770,36
4210,2012,52120,14
4210,2012,53710,8
4210,2012,54150,24
4211,2012,12790,3
4211,2012,13210,5
4211,2012,35470,2
4211,2012,35490,6
4211,2012,37160,1
4211,2012,38390,6
4211,2012,38440,15
4211,2012,38720,78
4211,2012,38880,2
4211,2012,39210,5
4211,2012,40320,2
4211,2012,42380,4
4211,2012,43010,25
4211,2012,43270,1
4211,2012,43360,10
4211,2012,50030,4
4211,2012,50110,45
4211,2012,50200,1
4211,2012,50290,11
4211,2012,50830,5
4211,2012,51520,52
4211,2012,51700,69
4211,2012,51720,1
4211,2012,51770,20
4211,2012,51780,2
4211,2012,52120,59
4211,2012,54150,22
4213,2012,3100,3
4213,2012,3300,6
4213,2012,35490,2
4213,2012,37160,1
4213,2012,38390,5
4213,2012,38440,14
4213,2012,38580,1
4213,2012,38720,29
4213,2012,38880,1
4213,2012,40540,4
4213,2012,42380,2
4213,2012,43270,23
4213,2012,43740,1
4213,2012,44300,5
4213,2012,50030,24
4213,2012,50110,58
4213,2012,50200,57
4213,2012,50260,2
4213,2012,50290,7
4213,2012,51520,40
4213,2012,51700,161
4213,2012,51720,7
4213,2012,51770,21
4213,2012,52120,7
4213,2012,52510,1
4213,2012,53710,1
4213,2012,54150,2
4214,2012,12790,21
4214,2012,13210,2
4214,2012,35470,2
4214,2012,35490,6
4214,2012,38390,49
4214,2012,38440,3
4214,2012,38580,11
4214,2012,38720,16
4214,2012,38880,6
4214,2012,39130,100
4214,2012,39210,43
4214,2012,42380,7
4214,2012,42580,1
4214,2012,43010,47
4214,2012,50020,20
4214,2012,50030,28
4214,2012,50110,3
4214,2012,50200,45
4214,2012,50500,38
4214,2012,51520,96
4214,2012,51700,18
4214,2012,51720,10
4214,2012,51770,67
4214,2012,52120,8
4214,2012,53710,2
4214,2012,54150,46
4215,2012,23970,2
4215,2012,24500,3
4215,2012,33670,4
4215,2012,33830,2
4215,2012,37520,3
4215,2012,37570,1
4215,2012,37940,6
4215,2012,38390,2
4215,2012,38440,28
4215,2012,38580,8
4215,2012,38880,63
4215,2012,39350,15
4215,2012,39370,1
4215,2012,39570,13
4215,2012,39580,1
4215,2012,40320,14
4215,2012,40870,4
4215,2012,41540,7
4215,2012,41830,7
4215,2012,41860,6
4215,2012,42380,28
4215,2012,43010,40
4215,2012,43740,1
4215,2012,44230,1
4215,2012,44460,1
4215,2012,50020,6
4215,2012,50030,13
4215,2012,50110,24
4215,2012,50200,28
4215,2012,50540,3
4215,2012,50690,1
4215,2012,51520,3
4215,2012,51720,5
4215,2012,51770,9
4215,2012,52120,3
4215,2012,53520,32
4222,2012,12790,12
4222,2012,23970,1
4222,2012,24500,1
4222,2012,33670,5
4222,2012,33830,1
4222,2012,33900,17
4222,2012,34040,1
4222,2012,37570,2
4222,2012,38390,21
4222,2012,38440,85
4222,2012,38580,2
4222,2012,38760,8
4222,2012,38880,11
4222,2012,39130,81
4222,2012,39210,11
4222,2012,39350,18
4222,2012,39420,3
4222,2012,39570,2
4222,2012,40320,58
4222,2012,42380,33
4222,2012,42580,1
4222,2012,43010,562
4222,2012,43360,1
4222,2012,43740,27
4222,2012,43820,2
4222,2012,50020,1
4222,2012,50030,59
4222,2012,50110,4
4222,2012,50200,56
4222,2012,50500,26
4222,2012,50510,5
4222,2012,50540,6
4222,2012,50690,1
4222,2012,51520,42
4222,2012,51700,6
4222,2012,51770,30
4222,2012,52120,2
4222,2012,53230,1
4222,2012,53710,16
4222,2012,54150,9
4227,2012,13210,7
4227,2012,23970,1
4227,2012,24080,1
4227,2012,24500,2
4227,2012,33830,6
4227,2012,33900,11
4227,2012,34040,1
4227,2012,35070,1
4227,2012,37570,5
4227,2012,38390,12
4227,2012,38440,35
4227,2012,38580,5
4227,2012,38880,30
4227,2012,39120,4
4227,2012,39130,2
4227,2012,39210,9
4227,2012,39350,2
4227,2012,40320,16
4227,2012,41830,6
4227,2012,41860,4
4227,2012,42380,55
4227,2012,42580,1
4227,2012,43010,9
4227,2012,43360,7
4227,2012,43740,21
4227,2012,44300,2
4227,2012,50020,9
4227,2012,50030,16
4227,2012,50110,23
4227,2012,50200,10
4227,2012,50500,14
4227,2012,50540,9
4227,2012,51300,4
4227,2012,51520,91
4227,2012,51720,7
4227,2012,51770,21
4227,2012,51780,1
4227,2012,52120,44
4227,2012,52510,7
4227,2012,53230,1
4227,2012,53710,1
4227,2012,54150,2
4228,2012,12790,2
4228,2012,13210,1
4228,2012,24070,6
4228,2012,24080,2
4228,2012,24500,2
4228,2012,33670,1
4228,2012,33830,1
4228,2012,33900,6
4228,2012,37570,7
4228,2012,37940,1
4228,2012,38390,35
4228,2012,38440,48
4228,2012,38580,5
4228,2012,38880,6
4228,2012,39210,8
4228,2012,39350,1
4228,2012,40320,13
4228,2012,42380,15
4228,2012,43010,156
4228,2012,43270,1
4228,2012,43740,6
4228,2012,50020,2
4228,2012,50030,61
4228,2012,50110,48
4228,2012,50200,46
4228,2012,50310,8
4228,2012,50500,8
4228,2012,50510,1
4228,2012,50540,1
4228,2012,51300,4
4228,2012,51520,35
4228,2012,51700,2
4228,2012,51720,3
4228,2012,51770,12
4228,2012,51780,2
4228,2012,53270,1
4228,2012,53710,1
4228,2012,54150,3
4251,2012,23970,4
4251,2012,24500,3
4251,2012,24740,1
4251,2012,33670,2
4251,2012,33810,1
4251,2012,33830,6
4251,2012,33900,1
4251,2012,37440,1
4251,2012,37520,3
4251,2012,37560,2
4251,2012,37570,52
4251,2012,37870,1
4251,2012,38390,6
4251,2012,38440,8
4251,2012,38580,13
4251,2012,38880,5
4251,2012,39120,13
4251,2012,39350,2
4251,2012,39570,1
4251,2012,40320,2
4251,2012,41830,1
4251,2012,41860,10
4251,2012,42380,12
4251,2012,43010,19
4251,2012,43360,3
4251,2012,43490,5
4251,2012,43740,10
4251,2012,43820,5
4251,2012,43900,1
4251,2012,44190,5
4251,2012,44230,8
4251,2012,44240,3
4251,2012,44280,4
4251,2012,44300,12
4251,2012,44500,1
4251,2012,46150,1
4251,2012,50020,7
4251,2012,50030,8
4251,2012,50200,10
4251,2012,50500,7
4251,2012,50510,15
4251,2012,50520,2
4251,2012,50540,18
4251,2012,51300,7
4251,2012,51520,24
4251,2012,51770,4
4251,2012,52120,1
4251,2012,53520,1
4251,2012,54150,1
4302,2012,2960,1
4302,2012,12790,2
4302,2012,13210,14
4302,2012,34050,1
4302,2012,35470,9
4302,2012,35490,1
4302,2012,38390,2
4302,2012,38440,4
4302,2012,38720,171
4302,2012,39130,4
4302,2012,39210,4
4302,2012,40320,1
4302,2012,42380,11
4302,2012,43010,6
4302,2012,43740,1
4302,2012,44300,2
4302,2012,50030,1
4302,2012,50110,41
4302,2012,50200,28
4302,2012,50860,14
4302,2012,51520,78
4302,2012,51700,52
4302,2012,51720,5
4302,2012,51770,12
4302,2012,52120,42
4302,2012,52510,1
4302,2012,54150,47
4304,2012,2960,2
4304,2012,33830,1
4304,2012,35490,7
4304,2012,38390,25
4304,2012,38580,18
4304,2012,38720,15
4304,2012,38880,7
4304,2012,39210,1
4304,2012,39830,1
4304,2012,40320,2
4304,2012,41540,7
4304,2012,42380,4
4304,2012,43010,19
4304,2012,43360,1
4304,2012,43740,2
4304,2012,50030,19
4304,2012,50110,76
4304,2012,50200,27
4304,2012,50510,1
4304,2012,51520,23
4304,2012,51700,47
4304,2012,51770,6
4304,2012,52120,12
4304,2012,53710,1
4304,2012,54150,3
4306,2012,13210,4
4306,2012,35470,1
4306,2012,35490,5
4306,2012,38390,6
4306,2012,38440,13
4306,2012,38720,58
4306,2012,39210,8
4306,2012,39830,1
4306,2012,40320,1
4306,2012,42380,4
4306,2012,43010,9
4306,2012,43270,7
4306,2012,50030,12
4306,2012,50110,17
4306,2012,50190,2
4306,2012,50200,12
4306,2012,50260,3
4306,2012,50290,9
4306,2012,50860,9
4306,2012,51520,60
4306,2012,51700,86
4306,2012,51720,11
4306,2012,51770,45
4306,2012,51780,6
4306,2012,52120,26
4306,2012,54150,16
4309,2012,2960,5
4309,2012,3100,1
4309,2012,12790,16
4309,2012,13210,11
4309,2012,35470,7
4309,2012,35490,7
4309,2012,38390,11
4309,2012,38440,6
4309,2012,38580,3
4309,2012,38720,18
4309,2012,38880,33
4309,2012,39080,36
4309,2012,39210,68
4309,2012,42380,18
4309,2012,42580,1
4309,2012,43010,41
4309,2012,50020,9
4309,2012,50030,21
4309,2012,50040,3
4309,2012,50110,18
4309,2012,50200,23
4309,2012,50260,25
4309,2012,50290,1
4309,2012,50500,49
4309,2012,50510,6
4309,2012,50540,1
4309,2012,50580,2
4309,2012,51520,78
4309,2012,51700,38
4309,2012,51720,15
4309,2012,51770,2
4309,2012,51780,86
4309,2012,52120,26
4309,2012,54150,84
4315,2012,12790,3
4315,2012,24500,2
4315,2012,33830,5
4315,2012,33900,5
4315,2012,35490,1
4315,2012,38390,19
4315,2012,38440,33
4315,2012,38880,24
4315,2012,39210,1
4315,2012,39570,1
4315,2012,40320,15
4315,2012,40860,1
4315,2012,41540,3
4315,2012,42380,16
