"Longitude","Latitude","SiteID","year","S","N","logS","logN","p1","p2","p3","p4","predS","predN","predlogS","predlogN"
-85.8,34.85,"AL_Steve_enson",2009,36,436,1.55630250076729,2.63948648926859,0.979102062397,0.827578701921,0.979099392875,0.827578710185,36.9379126320759,2535.78164621284,1.57793753188172,2.81993951961838
-92.6167,36.2667,"AR_Crook_Creek",2009,31,178,1.49136169383427,2.25042000230889,0.942539046295,0.756333696407,0.942536955184,0.756333697348,38.4637880376926,-2298.41948558356,1.61593322457963,2.64149543895367
-92.3983,34.9017,"AR_Faulk_nties",2009,47,448,1.67209785793572,2.65127801399814,0.971303798296,0.925707623206,0.971303709682,0.925707623209,45.2950247662252,-1744.73846622616,1.61966590864204,2.80477453622279
-94.3667,34.6833,"AR_Rich _ntain",2009,32,500,1.50514997831991,2.69897000433602,0.984996185414,0.436935519944,0.984986386636,0.436935830385,40.3080567946982,1439.07642033183,1.54208726522438,2.41695023851111
-93.9,33.1667,"AR_Rick _e WMA",2009,41,1485,1.61278385671974,3.17172645365323,0.994774951525,0.818577449599,0.994772326188,0.818577568733,43.7027720502032,-343.784602707567,1.60086893374094,2.69782463732153
-111.1106,33.2788,"AZ_Boyce_retum",2009,30,144,1.47712125471966,2.15836249209525,0.925867070518,0.759154305994,0.925865501154,0.759154306323,43.013842194578,1829.92246821759,1.64522604356545,3.14947135927632
-110.6833,31.4833,"AZ_Patag_gonia",2009,89,4653,1.94939000664491,3.66773305253327,0.996655850373,0.977090764507,0.996655847955,0.977090764507,70.8285202284493,743.974161529853,1.81014658519792,2.94594390428061
-109.1667,33.85,"AZ_Porta_ortal",2009,62,862,1.79239168949825,2.93550726582471,0.982541733496,0.360119066397,0.982541732038,0.360119066397,61.5442473142815,665.73670825998,1.68784287593466,2.77290677723316
-110.3333,31.3333,"AZ_Ramse_anyon",2009,95,1978,1.97772360528885,3.29622628726116,0.989588114284,0.828063555124,0.989588115795,0.828063555124,73.957519536395,-966.002666787146,1.83524436864704,2.98586313358852
-110.75,32.5,"AZ_Sabin_anyon",2009,50,519,1.69897000433602,2.71516735784846,0.974383873679,0.555169917857,0.974383825275,0.555169917862,71.0424804636069,3463.00266678713,1.84144924097786,3.04057971985866
-122.45,39,"CA_Benic_nicia",2009,34,494,1.53147891704226,2.69372694892365,0.983515795805,0.687679101977,0.983510156649,0.687679182418,28.4823066016095,-217.885517582168,1.48759829639603,2.79570369893714
-122,37.8833,"CA_Berke_keley",2009,47,1296,1.67209785793572,3.11260500153457,0.992679017074,0.590029914749,0.992678363874,0.590029922148,38.3962694230911,-1111.86988206476,1.54178059880303,2.804246620848
-121.7,39.8333,"CA_Big C_serve",2009,25,204,1.39794000867204,2.3096301674259,0.964655231126,0.695947154826,0.964625225414,0.695947574985,24.8865211617604,687.436827021427,1.4172111709958,2.73437369632542
-121.45,38.35,"CA_Cosum_River",2009,12,426,1.07918124604762,2.62940959910272,0.995549208485,0.550046628874,0.994641948072,0.557449157213,26.0680552840913,359.223720946823,1.36659765943348,2.94651659043851
-115.8167,33.7333,"CA_Cotto_pring",2009,29,3062,1.46239799789896,3.48600518636224,0.998574622683,0.0379254878459,0.998553655508,0.0379400505305,30.1938410741251,2529.25153033361,1.47980572143377,2.78560167010653
-119.75,38.3667,"CA_Darde_elles",2009,62,1162,1.79239168949825,3.06520612805431,0.988102917485,0.940014860382,0.988102909391,0.940014860382,65.4378595589587,-1495.43179326495,1.84358751292472,3.08357294101281
-118.0833,33.8,"CA_El Do_enter",2009,17,247,1.23044892137827,2.39269695325967,0.98387504708,0.839965370256,0.983510156649,0.840072134512,21.5230775810589,1336.19907595043,1.30723695569429,2.78551783269541
-121.5,36.35,"CA_Hasti_ation",2009,45,1134,1.65321251377534,3.05461305455689,0.991809365116,0.491327138795,0.991808468233,0.491327150022,41.9626851420319,1007.65428615593,1.64647511039002,2.63673028428451
-116.1667,34.0167,"CA_Joshu_ Tree",2009,38,462,1.57978359661681,2.66464197555613,0.979206367917,0.80630916459,0.979204746919,0.806309168143,36.8061589258767,994.748469666308,1.56237587308202,2.58639097227572
-121.5167,41.7667,"CA_Lava _ument",2009,49,1659,1.69019608002851,3.21984638602436,0.994321039058,0.940896980446,0.994320491792,0.940896982434,49.429930212761,1485.4094892996,1.66727689710592,2.82107336725198
-112.6667,38.0833,"CA_Marin_n Co.",2009,33,463,1.51851393987789,2.66558099101795,0.982753459476,0.719349111208,0.982746551605,0.719349212674,42.4377913431721,864.628230878285,1.6099663870732,2.54386644977892
-121.8333,36.5333,"CA_Monte_terey",2009,36,478,1.55630250076729,2.67942789661212,0.981468562223,0.558282004569,0.981465478021,0.558282028245,36.0333253265339,646.185729128114,1.51361309288406,2.51703425610914
-121.4167,40.4333,"CA_Mount_assen",2009,60,1788,1.77815125038364,3.2523675144599,0.99335091535,0.339926709965,0.993350859429,0.339926710042,56.5621404410438,4445.43179326501,1.72695542695721,2.77288053004739
-121.8667,37.95,"CA_Mount_iablo",2009,34,1136,1.53147891704226,3.055378331375,0.99423687581,0.62594796507,0.994227119611,0.625949757338,24.7434460394558,2547.94895305614,1.35252194927299,2.91339238520486
-117.5833,33.7167,"CA_O'Nei_ Park",2009,18,80,1.25527250510331,1.90308998699194,0.917262890898,0.621547025744,0.917148656469,0.621548139629,22.4582726998058,-1076.2956911014,1.3299449114352,3.00126342293896
-118.3667,33.7333,"CA_Palos_erdes",2009,28,1340,1.44715803134222,3.12710479836481,0.996309073828,0.0336762204366,0.996278267826,0.0336808480081,24.6770601092558,-1648.01266748802,1.35335123575494,2.75007804678308
-118.0667,34.2167,"CA_Pasad_adena",2009,24,873,1.38021124171161,2.94101424370557,0.994868624322,0.0364915483045,0.994799731484,0.0365031210831,27.0039895314371,831.159984716056,1.42963805298021,2.76375887152702
-121.2,38.4667,"CA_Pinna_ument",2009,42,2146,1.6232492903979,3.33162971762993,0.996564378999,0.70783031191,0.996561851213,0.707830654369,20.5997019384933,1629.11400521576,1.30502205908618,2.97115077793214
-122.4167,37.8,"CA_San F_cisco",2009,25,530,1.39794000867204,2.72427586960079,0.989879046567,0.337800074081,0.989822586093,0.337814986514,39.2349028135431,3166.31857262569,1.55286672612724,2.58247360999906
-121.3,38.15,"CA_San J_n Co.",2009,19,186,1.27875360095283,2.26951294421792,0.972504697032,0.658910750199,0.972307504119,0.658933473514,28.5887240937756,-1434.35487157186,1.39188934212791,2.92910457048513
-118.6,34.0833,"CA_Santa_anyon",2009,16,114,1.20411998265592,2.05690485133647,0.957837723456,0.751977660444,0.957430241949,0.752009347024,10.3415896098826,3169.10928263909,1.14646633759537,2.48363717456262
-118.2333,37.5333,"CA_White_ntain",2009,20,310,1.30102999566398,2.49136169383427,0.985002924465,0.892579214048,0.98483035259,0.892602379033,27.9187181391059,1706.98422082928,1.44644534722777,2.39309710495011
-121.7333,38.5667,"CA_Willo_lough",2009,18,1025,1.25527250510331,3.01072386539177,0.997172780447,0.291928743413,0.996983236912,0.293023975995,25.0000726441888,1817.06819235328,1.35190454962342,2.94578900900176
-102.55,39.65,"CA_Yuba _ Pass",2009,78,1849,1.89209460269048,3.26693691115917,0.991156710573,0.304499819008,0.99115671418,0.304499819008,78.5164890564835,1764.85028979596,1.9027656449282,2.93498983704377
-105.3667,40.15,"CO_Cal-W_enter",2009,22,432,1.34242268082221,2.63548374681491,0.988896493055,0.346232135861,0.988786750871,0.346274270441,25.0457982264088,-2420.20573469042,1.36419628982522,2.1455456419654
-105.3333,32.8333,"CO_Gilpi_n Co.",2009,64,1043,1.80617997398389,3.01828430842653,0.985777076595,0.0282520604766,0.985777063642,0.0282520604768,51.4419104911446,-446.659176477412,1.74262399870177,2.87358319419719
-105.3167,40.3667,"CO_Roose_orest",2009,18,38,1.25527250510331,1.57978359661681,0.739654115997,0.769606610646,0.73964983215,0.769606610841,13.8488505078741,-1498.63131797941,1.1913889234843,2.05585802870357
-72.5333,41.6667,"CT_East _nbury",2009,28,251,1.44715803134222,2.39967372148104,0.96885614533,0.830507091335,0.968841717727,0.830507181973,34.4623893603173,1434.04471951254,1.5406257657735,2.72651924319717
-72.8833,41.8167,"CT_Farmi_alley",2009,32,824,1.50514997831991,2.91592721169712,0.992039780729,0.157006233779,0.992026426281,0.157007219668,32.7408534835392,212.798192201113,1.5246083927577,2.69401000251279
-72.75,41.5333,"CT_Merid_riden",2009,21,623,1.32221929473392,2.79448804665917,0.993445831127,0.397358234369,0.993313814882,0.397518153523,34.9318523776488,1268.73093846787,1.54132496654729,2.74020080445908
-72.2333,41.8,"CT_Storr_torrs",2009,28,110,1.44715803134222,2.04139268515822,0.900749477483,0.72803388555,0.900748039649,0.728033885721,33.981976798561,1084.08360569595,1.53655687882111,2.70785721012333
-73.45,41.2833,"CT_West _d Co.",2009,24,364,1.38021124171161,2.56110138364906,0.984464279674,0.810605522059,0.984399399201,0.810611476185,33.8231664735719,576.157910093915,1.54188102610653,2.67089950676004
-81.6667,26.7167,"FL_Alva_Alva",2009,27,664,1.43136376415899,2.82216807936802,0.99159223292,0.837738255736,0.991554659679,0.837744351593,42.0593039128838,984.652106334338,1.61375324701383,2.8002892167345
-82.4167,28.7333,"FL_Annut_mmock",2009,32,194,1.50514997831991,2.28780172993023,0.946753872894,0.894365092159,0.946752091339,0.894365092572,40.0470283567256,1267.64990634204,1.58914772887727,2.7270331287923
-82.3333,29.6667,"FL_Arche_rcher",2009,55,1378,1.74036268949424,3.13924921757161,0.991749088056,0.374170141439,0.991748980153,0.374170141623,37.3248764630295,1775.54038878451,1.53633539158282,2.67237863063899
-81.3333,27.6167,"FL_Avon _Range",2009,34,522,1.53147891704226,2.71767050300226,0.984648944624,0.555023251415,0.984642944665,0.555023370551,37.4102095534102,1159.60876253392,1.5527599964793,2.83709355040007
-81.3667,24.6833,"FL_Big P_e Key",2009,25,1137,1.39794000867204,3.05576046468773,0.996095206328,0.677059177734,0.996040915516,0.677136309354,32.6921930330838,2764.32061500683,1.51483978631398,2.87851196398462
-86.8,30.85,"FL_Black_orest",2009,24,217,1.38021124171161,2.33645973384853,0.969244868718,0.858551019445,0.969199530427,0.858551695462,32.5829463261649,-1253.56707043535,1.44718773178804,2.35550587107496
-81.65,28,"FL_Bok T_Tower",2009,20,90,1.30102999566398,1.95424250943932,0.918682733886,0.615187826251,0.918628194965,0.615188118837,37.1573059016944,-1453.22620446724,1.55128820067772,2.82467711102186
-80.55,27.8333,"FL_Breva_South",2009,28,1092,1.44715803134222,3.03822263836872,0.995256628878,0.391122628401,0.995225168303,0.391144863795,32.3955651884871,601.431921170883,1.49400648470761,2.95531112205065
-80.157,26.2313,"FL_Browa_North",2009,32,285,1.50514997831991,2.45484486000851,0.968572970442,0.890116538174,0.968568383795,0.890116545335,29.5623470291357,1021.11489178505,1.4675206127071,2.75675530573488
-80.3167,26.064,"FL_Browa_South",2009,38,433,1.57978359661681,2.63648789635337,0.977357337289,0.806592466782,0.977355905437,0.806592469158,31.5139050047982,390.987352456793,1.47470104085182,2.6674996154518
-80.9667,28.0833,"FL_Bull _Creek",2009,42,764,1.6232492903979,2.88309335857569,0.987643104605,0.262127321563,0.987641947809,0.262127327922,37.9314357591874,1344.28803253565,1.53389795251187,2.8422974351129
-82.3333,27.7667,"FL_Bullf_Creek",2009,44,1026,1.64345267648619,3.0111473607758,0.9909732287,0.405976743063,0.990972214143,0.405976754404,40.2555386656794,-1800.52928426851,1.58123711849932,2.80100347743723
-86.5,30.5167,"FL_Choct_hwest",2009,36,459,1.55630250076729,2.66181268553726,0.980461823009,0.779755480637,0.980458929874,0.779755493825,33.8397015544846,-1637.21417895833,1.49184454308572,2.43325742128951
-81,28.5,"FL_Chris_stmas",2009,60,1385,1.77815125038364,3.14144977340047,0.990856777914,0.902557667993,0.990856742949,0.902557667999,37.7078011011457,998.306617008857,1.54015299880429,2.83347892083976
-82.3833,29,"FL_Citru_s Co.",2009,21,76,1.32221929473392,1.88081359228079,0.887901882716,0.782732975119,0.887882800253,0.782732990942,38.833375491988,1246.2344429344,1.57354572732085,2.73532437063374
-82.05,28.3167,"FL_Colt _Creek",2009,51,579,1.70757017609794,2.76267856372744,0.977246068083,0.827045947557,0.977246015581,0.827045947561,40.3305328674227,-737.337410706905,1.65751275387386,2.73640781614023
-80.2833,25.6667,"FL_Coral_ables",2009,39,1094,1.5910646070265,3.03901732199741,0.992836111821,0.705236113392,0.992832765837,0.705236257399,37.5374622118722,188.713475469676,1.59164109094511,2.69834715335314
-81.5167,26.3667,"FL_Corks_tuary",2009,40,963,1.60205999132796,2.98362628712453,0.991329110451,0.67137978785,0.991326684421,0.671379845898,47.5379064509403,1548.16478185962,1.67779649669852,2.83954163121469
-82.6667,29.3167,"FL_Devil_mmock",2009,36,342,1.55630250076729,2.53402610605613,0.971176430248,0.187724464616,0.971174723644,0.187724466644,38.8088999121668,679.287501999404,1.56575018133887,2.67399576100227
-81.4,28.1167,"FL_Disne_serve",2009,46,535,1.66275783168157,2.72835378202123,0.977958131097,0.337636907317,0.977957943335,0.337636907392,36.043205821321,-465.637781028257,1.53550027457326,2.8152257712181
-81.2167,29.55,"FL_Flagl_heast",2009,27,303,1.43136376415899,2.4814426285023,0.976920916401,0.0795791513446,0.976895981171,0.0795793832834,34.1281650212808,1098.57697200763,1.5026747951229,2.81571266356902
-85.2117,30.8083,"FL_Flori_ Park",2009,36,215,1.55630250076729,2.33243845991561,0.945622880571,0.596379478003,0.945622440148,0.596379478072,29.4745125628344,2037.18065738072,1.471344592777,2.57186547057532
-82.8,29.4,"FL_Gilch_t Co.",2009,34,494,1.53147891704226,2.69372694892365,0.983515795805,0.718916045751,0.983510156649,0.718916121435,39.5556825634945,95.5599318693694,1.58031337025633,2.67558636902285
-82.6333,29.0833,"FL_Goeth_orest",2009,52,1476,1.7160033436348,3.16908635748702,0.992937422208,0.776829867512,0.992937177821,0.77682986839,39.2781972361219,1399.78546843594,1.56011441299433,2.71157365554442
-82.3167,28.5333,"FL_Herna_ East",2009,40,501,1.60205999132796,2.69983772586725,0.98000000339,0.17451932614,0.979998979602,0.174519327616,40.8886477606308,538.05392381106,1.62274630830031,2.73261485955421
