"Longitude","Latitude","SiteID","year","S","N","logS","logN","p1","p2","p3","p4","predS","predN","predlogS","predlogN"
-75.5404,38.955339,101001000202,145006329010661,10,46,1,1.66275783168157,0.92390432965,0.8416070269,0.921175827193,0.841828563186,10.8228122457877,40.7592106830205,1.03209989033995,1.58573113444847
-75.57705,39.162751,101001000381,122556917010661,11,34,1.04139268515822,1.53147891704226,0.858810766004,0.841879374003,0.857674783404,0.841895055833,10.84620489329,40.0210431659554,1.03336107408917,1.57643393784763
-75.46696,38.988795,101001000385,65355140010538,10,48,1,1.68124123737559,0.928651106916,0.797837918107,0.925865501154,0.798148567211,10.8116858705081,41.5252954962341,1.0316967063704,1.59414868374667
-75.740358,39.177842,101001000450,145006293010661,10,35,1,1.54406804435028,0.884310523085,0.81043753,0.882122487687,0.810520721211,10.8325010485974,38.2723673566318,1.03292502644382,1.55774857946319
-75.477185,38.815651,101005000025,122556835010661,11,72,1.04139268515822,1.85733249643127,0.954235311784,0.841568849154,0.952141573515,0.841910111156,10.8094521226366,41.929893665217,1.03129830848886,1.59898247887092
-75.386021,38.852632,101005000083,65362073010538,11,37,1.04139268515822,1.56820172406699,0.876159477197,0.790790948709,0.874851074802,0.790822786123,10.8171884141813,42.2920768762448,1.03165231415145,1.60353558346494
-75.283448,38.711722,101005000269,122556897010661,14,54,1.14612803567824,1.73239375982297,0.898455040567,0.574803631663,0.898018802963,0.574812915328,10.8025987648333,44.4424972391691,1.03098446712815,1.62684853013888
-75.141153,38.742697,101005000299,145006267010661,10,44,1,1.64345267648619,0.918591232561,0.467770125734,0.915930164248,0.468122612683,10.7881200796189,45.0241255174519,1.03069296942418,1.63334056449595
-75.415538,38.502049,101005000325,65362467010538,11,31,1.04139268515822,1.49136169383427,0.836809204929,0.820932234085,0.835869753318,0.820941683408,10.8275289103111,43.8627053608611,1.03143761908011,1.62185761776191
-75.426657,38.873499,101005000366,171000948010661,11,51,1.04139268515822,1.70757017609794,0.923896766938,0.782288076875,0.922067270597,0.78242995791,10.817411952922,42.0864703446585,1.03169537659601,1.6009784759489
-75.483973,38.781093,101005000389,171000966010661,10,45,1,1.65321251377534,0.921324351691,0.442915302236,0.918628194965,0.443294596072,10.8062877951638,42.26335522772,1.03111241450888,1.60241159494069
-87.941463,30.832196,11003000020,81639806010478,10,49,1,1.69019608002851,0.930838303082,0.80929131245,0.928027604582,0.809609885001,11.2603719500152,39.0003343407136,1.04803268581428,1.56286387273283
-87.951521,30.784289,11003000037,22341051010478,10,32,1,1.50514997831991,0.866966559179,0.794030502179,0.865017009,0.794086826882,11.2031734389826,38.9243112423547,1.04612874400424,1.56284504016912
-87.940305,31.007714,11003000088,22349528010478,10,32,1,1.50514997831991,0.866966559179,0.603416757314,0.865017009,0.603499178537,11.5473078220983,38.4008611473376,1.05757026830156,1.55364071577502
-87.910165,31.068062,11003000100,22349591010478,11,17,1.04139268515822,1.23044892137827,0.557624703906,0.610652647534,0.557589759031,0.610652653208,11.5929262075925,38.5640144501871,1.05908562673975,1.55418399020809
-87.887478,31.100449,11003000188,38920208010478,10,42,1,1.6232492903979,0.912611313947,0.79337481407,0.910029424119,0.79356931289,11.6185408906202,38.6389046168783,1.06001676435898,1.55452558943025
-87.837386,30.493952,11003000253,43320451010478,11,53,1.04139268515822,1.72427586960079,0.928141559847,0.790634786128,0.92626717184,0.790794015499,10.8718366347706,41.6451569500898,1.03511735202473,1.59561706116697
-87.885905,30.550988,11003000255,43321087010478,13,49,1.11394335230684,1.69019608002851,0.895113579892,0.784265569934,0.894472163774,0.784277772296,10.897863283384,41.500546092307,1.0359283259875,1.59397455359852
-87.448902,30.402012,11003000258,47419262010478,10,31,1,1.49136169383427,0.860172368623,0.579624834758,0.858313272102,0.579695402746,10.915714997841,42.5728694715282,1.03687543247904,1.60584690019813
-87.784081,30.476397,11003000263,43322884010478,12,60,1.07918124604762,1.77815125038364,0.93138296809,0.854380660883,0.930079686116,0.854449521083,10.8916647612086,41.33642748454,1.03587074731526,1.5926939051187
-86.415762,31.389504,11039000021,22306795010478,12,45,1.07918124604762,1.65321251377534,0.894645590298,0.659804312972,0.893667099725,0.659838709679,11.5914580142426,41.0684751384506,1.05922641802229,1.58413226321196
-86.626326,31.297733,11039000027,106328991010478,12,23,1.07918124604762,1.36172783601759,0.694489196576,0.744509971771,0.694380899476,0.744510043896,11.6373571959705,39.561574651164,1.06049751959607,1.56556050802577
-86.420674,31.51861,11039000053,81659486010478,13,46,1.11394335230684,1.66275783168157,0.884616221376,0.75630026188,0.884039711497,0.756309452266,11.5358635657202,40.8105732388924,1.05754786117463,1.58322868103686
-86.318155,31.334428,11039000084,81659310010478,10,29,1,1.46239799789896,0.84465855103,0.61510984905,0.842997770003,0.615156300111,11.6256959724435,40.9437800742143,1.06030948798665,1.58119314480852
-87.130189,31.020401,11053000001,22335454010478,10,24,1,1.38021124171161,0.789598324858,0.846992495758,0.788530906509,0.846999145715,11.4410964232441,38.1818677642891,1.05391627772561,1.55032773335401
-87.03519,31.031606,11053000006,81665139010478,10,37,1,1.56820172406699,0.893843972795,0.888500186581,0.891522199646,0.888569522389,11.4714942412422,38.7307420834095,1.05512872048213,1.55698770644596
-87.540072,31.201191,11053000101,38953789010478,12,30,1.07918124604762,1.47712125471966,0.802254545577,0.418181598832,0.801861327102,0.418183835993,11.6377996398225,38.8371455766655,1.06068065857448,1.55399251682131
-87.08639,31.173516,11053000133,43146442010478,17,62,1.23044892137827,1.79239168949825,0.889274776988,0.729530579738,0.889166253356,0.729531069785,11.5866973502025,38.9822608018529,1.05892704595093,1.55736341108691
-88.247784,30.945129,11097000003,139994803010854,10,26,1,1.41497334797082,0.815110511743,0.804760411685,0.813790516227,0.804775344481,11.4611495079235,38.7584850439438,1.05465431595444,1.56154944723812
-87.995625,30.904765,11097000123,22346920010478,11,34,1.04139268515822,1.53147891704226,0.858810766004,0.851064741528,0.857674783404,0.851079673528,11.3824097891041,38.5562753926252,1.05208851992382,1.55741555746721
-88.249149,31.594196,11129000001,81629794010478,13,48,1.11394335230684,1.68124123737559,0.891805859394,0.727401288703,0.891185409436,0.727414006705,11.507093173575,42.4229575886977,1.05693129966068,1.59854212541123
-88.255584,31.199559,11129000006,106265062010478,11,34,1.04139268515822,1.53147891704226,0.858810766004,0.609451687253,0.857674783404,0.609479727658,11.6453149379462,39.400048855245,1.06124700417442,1.56556644519756
-88.408067,31.515039,11129000013,139995000010854,10,33,1,1.51851393987789,0.87321583014,0.709140741397,0.871181431611,0.709224207794,11.5237936769982,42.2993952169359,1.05789163329519,1.59759110445237
-88.302921,31.596049,11129000027,22342966010478,12,54,1.07918124604762,1.73239375982297,0.919828402363,0.641223519468,0.918628194965,0.641306763066,11.5042257401644,42.521053908,1.05687422600498,1.5998934183831
-88.045745,31.376661,11129000032,81629341010478,10,45,1,1.65321251377534,0.921324351691,0.588904661697,0.918628194965,0.589276731104,11.5789393409455,40.7105495910946,1.05934395644468,1.57803056274326
-88.204061,31.689178,11129000035,106312857010478,12,43,1.07918124604762,1.63346845557959,0.887123911791,0.788943347451,0.886207824112,0.788963338157,11.9485123346014,41.2309445179415,1.07271190484714,1.58578195633302
-88.100211,31.455695,11129000036,22342893010478,12,32,1.07918124604762,1.50514997831991,0.821548251472,0.767238376885,0.821064931438,0.76724127331,11.5524394002941,41.2599868272495,1.05856214018975,1.58461096122483
-88.111379,31.685883,11129000039,22301912010478,10,25,1,1.39794000867204,0.80305716645,0.827099227156,0.801861327102,0.827109378488,11.9492740686756,41.0671629401719,1.07269863068509,1.58400541759708
-88.034049,31.450008,11129000057,81630325010478,11,39,1.04139268515822,1.5910646070265,0.885792335384,0.828747159727,0.884382383832,0.828783279896,11.5420909856418,41.3044168800572,1.0582399344427,1.58508809701345
-88.25111,31.421963,11129000060,139994996010854,12,36,1.07918124604762,1.55630250076729,0.851657309197,0.837682729601,0.851000703488,0.837688148399,11.5630958642843,41.1600722732006,1.05903189619712,1.58411176715694
-87.897795,31.367833,11129000070,22301889010478,10,25,1,1.39794000867204,0.80305716645,0.771515906691,0.801861327102,0.771528419969,11.597075003722,40.5476934779969,1.05977985494101,1.57534229596748
